name,address,website,has_website,phone_number,business_type,reviews_count,reviews_average,latitude,longitude,keyword,category,searched_zipcode,email_1,email_2,email_3,all_emails,facebook,instagram,email_found,scrape_status
Baby Back Shak,"1800 S Akard St, Dallas, TX 75215",https://babybackshak.com,Yes,(214) 428-7427,,23.0,1.0,32.7809852,-96.8784679,BBQ restaurant,Food & Restaurant,75201,babybackshak@yahoo.com,,,babybackshak@yahoo.com,https://www.facebook.com/BabyBackShak/,https://www.instagram.com/babybackshak/?hl=en,Yes,found_homepage
Smokin' & Rollin' BBQ,"2017 S Riverfront Blvd, Dallas, TX 75207",https://dallassoulfood.com,Yes,(469) 628-3002,,0.0,34.0,32.7809852,-96.8784679,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Off the Bone Barbeque,"2017 S Riverfront Blvd, Dallas, TX 75207",https://dallassoulfood.com,Yes,(469) 628-3002,,0.0,34.0,32.7809852,-96.8784679,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Baker's Ribs,"601 N Haskell Ave., Dallas, TX 75246",https://bakersribs.com,Yes,(214) 748-5433,,0.0,9.0,32.7809852,-96.8784679,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/BakersRibs/,https://www.instagram.com/bakersribs/,No,no_contact_found
Slow Bone BBQ,"2939 Main St, Dallas, TX 75226",https://gyu-kaku.com,Yes,(214) 484-2744,,7.0,11.0,32.7809852,-96.8784679,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Oak'd BBQ,"5500 Greenville Ave # 1300, Dallas, TX 75206",https://oakdbbq.com,Yes,(214) 242-8671,,127.0,2.0,32.8560444,-96.8404948,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Jack Ruby's Saloon and Grill,"1710 N Record St, Dallas, TX 75202",https://jackrubysaloon.com,Yes,(972) 314-8001,,4.0,16.0,32.7814158,-96.8795912,BBQ restaurant,Food & Restaurant,75201,vicky.roan@jackrubysaloon.com,joe.groves@amicuscorporation.com,onstage@jackrubysaloon.com,vicky.roan@jackrubysaloon.com | joe.groves@amicuscorporation.com | onstage@jackrubysaloon.com,,,Yes,found_subpage
Lil Mama's Bar-B-Que,"4353 Spring Ave, Dallas, TX 75210",https://lilmamasbarbque.com,Yes,(469) 250-7684,,8.0,7.0,32.7739069,-96.8157756,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/lilmamasbarbquelife/,,No,no_contact_found
Sonny Bryan's Smokehouse,"2202 Inwood Rd, Dallas, TX 75235",https://sonnybryans.com,Yes,(214) 357-7120,,80.0,3.0,32.8172441,-96.9128541,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Heim Barbecue on Mockingbird,"2202 Inwood Rd, Dallas, TX 75235",https://sonnybryans.com,Yes,(214) 357-7120,,80.0,3.0,32.8172441,-96.9128541,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Smokey John's,"1820 W Mockingbird Ln #18, Dallas, TX 75235",https://smokeyjohns.com,Yes,(214) 352-2752,,320.0,2.0,32.8172441,-96.9128541,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Koolys BBQ,"1219 E Illinois Ave, Dallas, TX 75216",https://koolysbbq.shop,Yes,(214) 779-4681,,517.0,1.0,32.7206969,-96.878971,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Laura's Sunny South BBQ,"1219 E Illinois Ave, Dallas, TX 75216",https://koolysbbq.shop,Yes,(214) 779-4681,,517.0,1.0,32.7206969,-96.878971,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
The Original Roy Hutchins Barbeque,"3000 TX-114, Trophy Club, TX 76262",https://royhutchinsbbq.com,Yes,(682) 237-4100,,530.0,3.0,32.9863416,-97.2422373,BBQ restaurant,Food & Restaurant,75201,info@royhutchinsbbq.com,,,info@royhutchinsbbq.com,https://www.facebook.com/royhutchinsbbq,https://www.instagram.com/royhutchinsbbq,Yes,found_subpage
Maple Landing,"5855 Maple Ave, Dallas, TX 75235",https://themaplelanding.com,Yes,(214) 612-6473,,509.0,1.0,32.8225676,-96.9105961,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Big Al's Smokehouse BBQ,"3317 Inwood Rd, Dallas, TX 75235",https://bigalsbbq.com,Yes,(214) 350-2649,,354.0,1.0,32.8225676,-96.9105961,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/bigalssmokehouse/,https://www.instagram.com/bigalsbbqdallas/?hl=en,No,no_contact_found
Smoky Rose,"8602 Garland Rd, Dallas, TX 75218",https://smokyrose.com,Yes,(469) 776-5655,,163.0,3.0,32.8230587,-96.7864927,BBQ restaurant,Food & Restaurant,75201,info@smokyrose.com,,,info@smokyrose.com,https://www.facebook.com/smokyrosedallas,http://instagram.com/dallassmokyrose,Yes,found_homepage
T D's Barbecue,"3403 S Lancaster Rd, Dallas, TX 75216",https://visitdallas.com,Yes,(214) 372-9840,,281.0,1.0,32.7061854,-96.8730479,BBQ restaurant,Food & Restaurant,75201,accounting@visitdallas.com,,,accounting@visitdallas.com,https://www.facebook.com/visitdallas,https://www.instagram.com/visit_dallas/,Yes,found_subpage
Two Podners Restaurant,"3403 S Lancaster Rd, Dallas, TX 75216",https://visitdallas.com,Yes,(214) 372-9840,,281.0,1.0,32.7061854,-96.8730479,BBQ restaurant,Food & Restaurant,75201,accounting@visitdallas.com,,,accounting@visitdallas.com,https://www.facebook.com/visitdallas,https://www.instagram.com/visit_dallas/,Yes,found_subpage
Back Country BBQ,"6940 Greenville Ave, Dallas, TX 75231",https://backcountrybbq.com,Yes,(214) 696-6940,,7.0,82.0,32.8724696,-96.835471,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
One90 Smoked Meats,"1514 Elm St #611, Dallas, TX 75201",https://skyblossombistro.com,Yes,(469) 313-1524,,2.0,71.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,info@skyblossombistro.com,,,info@skyblossombistro.com,,,Yes,found_homepage
Dickey's Barbecue Pit Central,"4610 N Central Expy, Dallas, TX 75206",https://dickeys.com,Yes,(214) 370-4550,,181.0,1.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/dickeysbarbecuepit/,https://www.instagram.com/dickeysbarbecuepit,No,no_contact_found
Manpuku Japanese BBQ Dallas,"2023 Greenville Ave, Dallas, TX 75206",https://manpukuus.com,Yes,(469) 677-0818,,8.0,29.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/Manpuku.Dallas,https://www.instagram.com/manpuku.cali/,No,no_contact_found
Cattleack Barbeque,"13628 Gamma Rd, Farmers Branch, TX 75244",https://cattleackbbq.com,Yes,(972) 805-0999,,111.0,2.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,andrew@cattleackbbq.com,,,andrew@cattleackbbq.com,,,Yes,found_homepage
Loro Asian Smokehouse & Bar,"16 Woodall Rodgers Fwy, Dallas, TX 75201",https://eloisaskitchen.com,Yes,(469) 251-3536,,2.0,29.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,eloisa@eloisaskitchen.com,,,eloisa@eloisaskitchen.com,,https://www.instagram.com/eloisitas/,Yes,found_homepage
Odom's Bar-B-Que,"1971 Singleton Blvd, Dallas, TX 75212",https://odomsbbq.com,Yes,(214) 631-3538,,424.0,1.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Mesquite BBQ Since 1959,"145 E Davis St, Mesquite, TX 75149",https://mbbq1959.com,Yes,(972) 285-6573,,556.0,1.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/pages/Mesquite-Barbecue/427684237290797,https://www.instagram.com/mesquitebbq1959/,No,no_contact_found
Aloha Hawaiian Barbecue,"5610 Lemmon Ave A1, Dallas, TX 75209",https://alohabbq.top,Yes,(214) 521-8868,,0.0,81.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,info@alohabbq.top,black9@qq.com,,info@alohabbq.top | black9@qq.com,,,Yes,found_homepage
5 STAR GRILL,"3330 Elsie Faye Heggins St, Dallas, TX 75215",https://5stargrill.com,Yes,(214) 278-6826,,2.0,17.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,tino01@sbcglobal.net,,,tino01@sbcglobal.net,https://www.facebook.com/FiveStarGrill/,https://www.instagram.com/fivestargrilldallas/,Yes,found_homepage
Rathbuns Curbside BBQ,"4825 Cole Ave, Dallas, TX 75205",https://rathbunscurbsidebbq.com,Yes,,,,,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,geri@chefkentathbun.com,,,geri@chefkentathbun.com,https://www.facebook.com/chefkentrathbun/,https://www.instagram.com/chefkentrathbun/,Yes,found_homepage
K C's Bar & Grill,"3317 S Malcolm X Blvd, Dallas, TX 75215",https://k-cs-bar-grill.poi.place,Yes,(214) 421-3051,,2.0,9.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Panther City BBQ,"201 E Hattie St, Fort Worth, TX 76104",https://panthercitybbq.com,Yes,(682) 250-4464,,404.0,2.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,panthercitybbq@gmail.com,,,panthercitybbq@gmail.com,https://www.facebook.com/817PantherCityBBQ/,https://www.instagram.com/panthercitybbq/,Yes,found_homepage
Kafi BBQ,"8140 N MacArthur Blvd #100, Irving, TX 75063",https://kafibbq.com,Yes,(469) 844-7669,,2.0,78.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,info@kafibbq.com,,,info@kafibbq.com,,https://www.instagram.com/kafibbq/?hl=en,Yes,found_subpage
Texas de Brazil - Dallas,"2727 Cedar Springs Rd, Dallas, TX 75201",https://texasdebrazil.com,Yes,(214) 740-4911,,216.0,3.0,32.7813605,-96.8711664,BBQ restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/TexasdeBrazil/,https://www.instagram.com/texasdebrazil/,No,no_contact_found
Strouderosa BBQ,"9090 Skillman St Suite 174a, Dallas, TX 75243",https://strouderosa.com,Yes,(469) 954-3333,,0.0,46.0,32.7809852,-97.0947612,barbecue restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/strouderosa/,https://www.instagram.com/strouderosa/,No,no_contact_found
Lockhart Smokehouse BBQ,"400 W Davis St, Dallas, TX 75208",https://lockhartsmokehouse.com,Yes,(214) 944-5521,,270.0,4.0,32.7809852,-97.0947612,barbecue restaurant,Food & Restaurant,75201,amity@amitythomas.com,,,amity@amitythomas.com,https://www.facebook.com/lockhartsmokehouse/,https://www.instagram.com/lockhartsmokehouse,Yes,found_subpage
Roti Grill,"Near American Airline Center, 2401 Victory Park Ln #120, Dallas, TX 75219",https://rotigrill.us,Yes,(214) 953-1011,,7.0,27.0,32.8276002,-97.1180278,barbecue restaurant,Food & Restaurant,75201,rotidfw@gmail.com,rotifrisco@gmail.com,info@freshindianfood.com,rotidfw@gmail.com | rotifrisco@gmail.com | info@freshindianfood.com,https://www.facebook.com/rotigrilldallas/,,Yes,found_subpage
Grill & Vine,"1201 Main St, Dallas, TX 75202",https://marriott.com,Yes,(972) 408-9200,,6.0,11.0,32.8276002,-97.1180278,barbecue restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/groups/marriottbonvoyinsiders/,https://www.instagram.com/marriottbonvoy/,No,no_contact_found
Tejas Brisket Co.,"1318 N Peak St, Dallas, TX 75204",https://tejasbrisket.com,Yes,,,4.0,10.0,32.8276002,-97.1180278,barbecue restaurant,Food & Restaurant,75201,tejasbbqandtacos@gmail.com,,,tejasbbqandtacos@gmail.com,,https://www.instagram.com/tejasbrisket/,Yes,found_homepage
John Beere BBQ,"1318 N Peak St, Dallas, TX 75204",https://tejasbrisket.com,Yes,,,4.0,10.0,32.8276002,-97.1180278,barbecue restaurant,Food & Restaurant,75201,tejasbbqandtacos@gmail.com,,,tejasbbqandtacos@gmail.com,,https://www.instagram.com/tejasbrisket/,Yes,found_homepage
Smokestack Bar & Grill,"921 W Commerce St Ste 128, Dallas, TX 75208",https://smokestackbarngrilltx.com,Yes,(469) 878-0062,,,,32.8172441,-96.9128541,smokehouse restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Smokey Blacks BBQ,"4248 S Fitzhugh Ave suite A, Dallas, TX 75210",https://smokeyblacks.com,Yes,(214) 463-1901,,4.0,2.0,32.7772863,-96.8229643,smokehouse restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Sosa's BBQ,"3120 Fort Worth Ave, Dallas, TX 75211",https://instagram.com,Yes,(214) 478-0339,,9.0,17.0,32.7538467,-96.9441407,smokehouse restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Texas Best Smokehouse,"4880 Mountain Creek Pkwy, Dallas, TX 75236",https://texasbestsmokehouse.com,Yes,(972) 709-7534,,9.0,78.0,32.7889079,-96.8738399,smokehouse restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Del Toro BBQ Pitt Grill restaurant,"1520 Elm St #201, Dallas, TX 75201",https://thewoolworthdallas.com,Yes,(214) 814-0588,,396.0,8.0,32.7813256,-96.8708217,smokehouse restaurant,Food & Restaurant,75201,info@thewoolworthdallas.com,,,info@thewoolworthdallas.com,https://www.facebook.com/TheWoolworth/,https://www.instagram.com/thewoolworth/,Yes,found_homepage
Los Charros Tex-Mex Smokehouse,"6101 Hillcrest Ave, Dallas, TX 75205",https://loscharrostexmex.com,Yes,(214) 219-8282,,8.0,3.0,32.7813256,-96.8708217,smokehouse restaurant,Food & Restaurant,75201,info@loscharrostexmex.com,,,info@loscharrostexmex.com,,https://www.instagram.com/loscharrostexmex?igsh=aHA5cGEzemlsa2F6,Yes,found_homepage
Texas Smokehouse Bar-B-Que,"920 S Harwood St shed 2 suite 168, Dallas, TX 75201",https://dallasfarmersmarket.org,Yes,(214) 655-6328,,5.0,20.0,32.7813256,-96.8708217,smokehouse restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Big Daddy's Hawaiian BBQ (Dallas),"1717 Leonard St, Dallas, TX 75201",https://astradallas.com,Yes,(972) 629-0924,,4.0,53.0,32.7813256,-96.8708217,smokehouse restaurant,Food & Restaurant,75201,info@astradallas.com,,,info@astradallas.com,https://www.facebook.com/astradfw/,https://www.instagram.com/astradfw,Yes,found_subpage
Andreas Prime Steaks & Seafood Uptown Dallas,"2222 McKinney Ave Suite 200, Dallas, TX 75201",https://andreassteakhouse.com,Yes,(214) 389-0071,,6.0,6.0,32.7867753,-96.8243127,steakhouse,Food & Restaurant,75201,andreas@andreassteakhouse.com,,,andreas@andreassteakhouse.com,https://www.facebook.com/andreassteakhouse/,https://www.instagram.com/andreassteakhouse/,Yes,found_homepage
Nuri Steakhouse,"2401 Cedar Springs Rd suite 120, Dallas, TX 75201",https://nuristeakhouse.com,Yes,(469) 270-1745,,7.0,63.0,32.797347,-96.8419779,steakhouse,Food & Restaurant,75201,info@nuristeakhouse.com,,,info@nuristeakhouse.com,https://www.facebook.com/NuriSteakhouse,https://www.instagram.com/nuristeakhouse/?hl=en,Yes,found_subpage
The Liam's Steakhouse,"1713 N Market St, Dallas, TX 75202",https://theliamssteakhouse.com,Yes,(214) 468-4729,,559.0,1.0,32.797347,-96.8419779,steakhouse,Food & Restaurant,75201,,,,,,,No,no_contact_found
Stillwell's,"2575 McKinnon St, Dallas, TX 75201",https://stillwellsdallas.com,Yes,(469) 405-1911,,1.0,29.0,32.797347,-96.8419779,steakhouse,Food & Restaurant,75201,,,,,,https://www.instagram.com/stillwellsdallas/,No,no_contact_found
Tango Room,"1617 Hi Line Dr Suite 250, Dallas, TX 75207",https://tangoroomdallas.com,Yes,(214) 252-8595,,3.0,23.0,32.797347,-96.8419779,steakhouse,Food & Restaurant,75201,,,,,,,No,no_contact_found
Paparazzi Chophouse,"2525 Elm St Suite #150, Dallas, TX 75226",https://paparazzichophouse.com,Yes,(469) 998-0013,,5.0,59.0,32.7842143,-96.8236881,steakhouse,Food & Restaurant,75201,info@paparazzichophouse.com,,,info@paparazzichophouse.com,,https://www.instagram.com/papzzlounge/,Yes,found_subpage
Bob's Steak & Chop House,"555 S Lamar St, Dallas, TX 75202",https://bobs-steakandchop.com,Yes,(214) 652-4800,,5.0,70.0,32.7947891,-96.8400804,steakhouse,Food & Restaurant,75201,chris.tosch@bobs-steakandchop.com,andre.decker@omnihotels.com,,chris.tosch@bobs-steakandchop.com | andre.decker@omnihotels.com,https://www.facebook.com/BobsSteakChopHouse,https://www.instagram.com/bobs_steakandchop/,Yes,found_subpage
Nick & Sam's,"3008 Maple Ave, Dallas, TX 75201",https://nick-sams.com,Yes,(214) 871-7444,,124.0,4.0,32.7947891,-96.8400804,steakhouse,Food & Restaurant,75201,info@nick-sams.com,,,info@nick-sams.com,https://www.facebook.com/nickandsams,https://www.instagram.com/nickandsams,Yes,found_homepage
Fogo de Cho Brazilian Steakhouse,"2619 McKinney Ave #150, Dallas, TX 75204",https://fogodechao.com,Yes,(214) 720-2777,,575.0,6.0,32.7947891,-96.8400804,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/fogorestaurants,https://www.instagram.com/fogo/,No,no_contact_found
Steakyard Dallas,"6726 Shady Brook Ln, Dallas, TX 75231",https://steakyard.com,Yes,(214) 238-0012,,6.0,65.0,32.8663578,-96.799308,steakhouse,Food & Restaurant,75201,info@steakyard.com,,,info@steakyard.com,,,Yes,found_subpage
EVELYN,"1201 Turtle Creek Blvd, Dallas, TX 75207",https://evelyndallastx.com,Yes,(469) 965-2105,,4.0,78.0,32.7946736,-96.8620714,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/p/Evelyn-Dallas-61574614011890/,https://www.instagram.com/evelyndallastx/?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw%3D%3D#,No,no_contact_found
Bob's Steak & Chop House,"4300 Lemmon Ave, Dallas, TX 75219",https://bobs-steakandchop.com,Yes,(214) 528-9446,,336.0,1.0,32.7946736,-96.8620714,steakhouse,Food & Restaurant,75201,chris.tosch@bobs-steakandchop.com,andre.decker@omnihotels.com,,chris.tosch@bobs-steakandchop.com | andre.decker@omnihotels.com,https://www.facebook.com/BobsSteakChopHouse,https://www.instagram.com/bobs_steakandchop/,Yes,found_subpage
Pappas Bros. Steakhouse,"10477 Lombardy Ln, Dallas, TX 75220",https://pappasbros.com,Yes,(214) 366-2000,,568.0,3.0,32.8669325,-96.9336415,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/PappasBros,https://www.instagram.com/pappasbrossteakhouse/,No,no_contact_found
Truluck's Ocean's Finest Seafood and Crab,"2401 McKinney Ave, Dallas, TX 75201",https://trulucks.com,Yes,(214) 220-2401,,452.0,2.0,32.7948633,-96.8390305,steakhouse,Food & Restaurant,75201,dallasevents@trulucks.com,,,dallasevents@trulucks.com,https://www.facebook.com/TrulucksRestaurantGroup/,https://www.instagram.com/trulucksrestaurant/,Yes,found_subpage
The Reserve at The Highland,"5300 E Mockingbird Ln, Dallas, TX 75206",https://thereserveatthehighland.com,Yes,(214) 443-9339,,284.0,1.0,32.8359912,-96.8142163,steakhouse,Food & Restaurant,75201,info@thereserveatthehighland.com,,,info@thereserveatthehighland.com,https://www.facebook.com/TheReserveatTheHighland/,https://www.instagram.com/reserveatthehighland/,Yes,found_subpage
Charco Broiler Steak House,"413 Jefferson Blvd, Dallas, TX 75208",https://charcooakcliff.com,Yes,(214) 856-1255,,757.0,2.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,nicks99t@aol.com,,,nicks99t@aol.com,https://www.facebook.com/charco.broiler.5/,https://www.instagram.com/charcobroilerofficial/,Yes,found_homepage
Dunston's Steak House,"8526 Harry Hines Blvd, Dallas, TX 75235",https://dunstonssteakhouse.com,Yes,(214) 637-3513,,768.0,2.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,dunstons@icloud.com,dunstons.booktbd@gmail.com,,dunstons@icloud.com | dunstons.booktbd@gmail.com,,,Yes,found_subpage
Crown Block Dallas,"300 Reunion Blvd E, Dallas, TX 75207",https://crownblockdallas.com,Yes,(214) 321-3149,,648.0,1.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/crownblockdallas/,https://www.instagram.com/crownblockdallas/,No,no_contact_found
12 Cuts Brazilian Steakhouse,"18010 Dallas Pkwy, Dallas, TX 75287",https://12cutssteakhouse.com,Yes,(469) 779-7012,,67.0,2.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,groupevents@12cutssteakhouse.com,,,groupevents@12cutssteakhouse.com,https://www.facebook.com/12CutsSteakhouse,https://instagram.com/12cutssteak/,Yes,found_homepage
Saltgrass Steak House,"13561 N Central Expy, Dallas, TX 75243",https://saltgrass.com,Yes,(469) 330-0152,,655.0,3.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/saltgrass/,https://www.instagram.com/saltgrass/,No,no_contact_found
Georgie,"4514 Travis St Suite 132, Dallas, TX 75205",https://georgiedallas.com,Yes,(469) 466-8263,,5.0,46.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,b.@lf.efu,,,b.@lf.efu,https://www.facebook.com/georgiedallastx,https://www.instagram.com/georgie.dallas,Yes,found_subpage
Saltgrass Steak House,"4101 Lyndon B Johnson Fwy, Dallas, TX 75244",https://saltgrass.com,Yes,(972) 243-9440,,782.0,2.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,,,,,https://www.facebook.com/saltgrass/,https://www.instagram.com/saltgrass/,No,no_contact_found
Kenny's Wood Fired Grill,"5000 Belt Line Rd Suite 775, Dallas, TX 75254",https://kennyswoodfiredgrill.com,Yes,(972) 392-9663,,184.0,4.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,j.pierce@kennysfood.com,,,j.pierce@kennysfood.com,https://www.facebook.com/KennysWoodFiredGrill/,https://www.instagram.com/kennysrestaurantgroup/,Yes,found_subpage
Chamberlain's Steak & Fish,"5330 Belt Line Rd, Dallas, TX 75254",https://chamberlainssteakhouse.com,Yes,(972) 934-2467,,442.0,2.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,,,,,,,No,no_contact_found
Dunston's Steak House,"5423 W Lovers Ln, Dallas, TX 75209",https://dunstonssteakhouse.com,Yes,(214) 352-8320,,389.0,1.0,32.743438,-96.8650276,steakhouse,Food & Restaurant,75201,dunstons@icloud.com,dunstons.booktbd@gmail.com,,dunstons@icloud.com | dunstons.booktbd@gmail.com,,,Yes,found_subpage
Avra Dallas,"16 Woodall Rodgers Fwy, Dallas, TX 75201",https://eloisaskitchen.com,Yes,(469) 251-3536,,2.0,29.0,32.7865863,-96.8147555,grill restaurant,Food & Restaurant,75201,eloisa@eloisaskitchen.com,,,eloisa@eloisaskitchen.com,,https://www.instagram.com/eloisitas/,Yes,found_homepage
Cowboy Chow,"311 S Akard St, Dallas, TX 75202",https://cowboychowrestaurant.com,Yes,(214) 745-4300,,7.0,53.0,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/cowboychowrestaurant,https://www.instagram.com/cowboychowrestaurant,No,no_contact_found
Open Sesame Lebanese Grill,"2615 Oak Lawn Ave, Dallas, TX 75219",https://opensesameuptown.com,Yes,(469) 726-2825,,347.0,1.0,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,mokamal18@gmail.com,,,mokamal18@gmail.com,https://www.facebook.com/opensesamedallas,https://www.instagram.com/opensesamelebanesegrill/,Yes,found_homepage
Ozona Grill and Bar,"4615 Greenville Ave, Dallas, TX 75206",https://ozonagrill.com,Yes,(214) 265-9105,,572.0,2.0,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,ozona@ozonagrill.com,,,ozona@ozonagrill.com,https://www.facebook.com/ozonagrillandbar.dallas/,https://www.instagram.com/ozonagrill/?hl=en,Yes,found_homepage
Uptown Terrace Pool Bar & Grill,"555 S Lamar St, Dallas, TX 75202",https://omnihotels.com,Yes,(214) 744-6664,,,,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Blue Sushi Sake Grill,"3220 McKinney Ave STE 100, Dallas, TX 75204",https://bluesushisakegrill.com,Yes,(469) 673-2583,,800.0,1.0,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/bluesushisakegrillrivernorth,https://www.instagram.com/bluesushisakegrill/,No,no_contact_found
Draft Sports Bar & Lounge,"3330 Elsie Faye Heggins St, Dallas, TX 75215",https://5stargrill.com,Yes,(214) 278-6826,,2.0,17.0,32.782268,-96.814782,grill restaurant,Food & Restaurant,75201,tino01@sbcglobal.net,,,tino01@sbcglobal.net,https://www.facebook.com/FiveStarGrill/,https://www.instagram.com/fivestargrilldallas/,Yes,found_homepage
S & D Oyster Company,"2701 McKinney Ave, Dallas, TX 75204",https://sdoyster.com,Yes,(214) 880-0111,,3.0,91.0,32.7936788,-96.8416624,seafood restaurant,Food & Restaurant,75201,therese@sdoyster.com,,,therese@sdoyster.com,https://www.facebook.com/137216016150731,https://www.instagram.com/sdoyster,Yes,found_homepage
Pesca Coastal Classics and Seafood Boils,"3011 Gulden Ln #107, Dallas, TX 75212",https://pescacoastalclassics.com,Yes,(469) 206-9920,,6.0,11.0,32.7794467,-96.8645808,seafood restaurant,Food & Restaurant,75201,hello@pescacoastalclassics.com,,,hello@pescacoastalclassics.com,,https://www.instagram.com/pescacoastalclassics/,Yes,found_homepage
Hook Line & Sinker,"3103 Lemmon Ave E, Dallas, TX 75204",https://hookline-sinker.com,Yes,(214) 965-0707,,21.0,3.0,32.8058968,-96.8347766,seafood restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Catch,"3005 Maple Ave, Dallas, TX 75201",https://catchrestaurants.com,Yes,(214) 983-1440,,6.0,42.0,32.8058968,-96.8347766,seafood restaurant,Food & Restaurant,75201,catchmiamibeachreservations@catchhg.com,,,catchmiamibeachreservations@catchhg.com,,https://www.instagram.com/catch/,Yes,found_subpage
Boil Daddy - Deep Ellum,"2639 Elm St #100, Dallas, TX 75226",https://theboildaddy.com,Yes,(214) 964-0056,,3.0,13.0,32.8058968,-96.8347766,seafood restaurant,Food & Restaurant,75201,info@theboilddaddy.com,,,info@theboilddaddy.com,,https://www.instagram.com/theboildaddy,Yes,found_homepage
The Crab Station - Oyster Bar (Deep Ellum),"2813 Commerce St, Dallas, TX 75226",https://thecrabstation.com,Yes,(214) 242-9850,,1.0,94.0,32.8058968,-96.8347766,seafood restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Crab & Vibes by Miami Vibes,"1639 South Blvd, Dallas, TX 75215",https://crabsandvibes.com,Yes,(469) 207-8149,,1.0,1.0,32.7623252,-96.8148326,seafood restaurant,Food & Restaurant,75201,,,,,,,No,no_contact_found
Pappadeaux Seafood Kitchen,"3520 Oak Lawn Ave, Dallas, TX 75219",https://pappadeaux.com,Yes,(214) 521-4700,,836.0,6.0,32.8120298,-96.8406024,seafood restaurant,Food & Restaurant,75201,,,,,https://www.facebook.com/PappadeauxSeafoodKitchen,https://www.instagram.com/pappadeaux/?hl=en,No,no_contact_found
Billy Can Can,"2386 Victory Park Ln, Dallas, TX 75219",https://billycancan.com,Yes,(214) 296-2610,,9.0,77.0,32.8120298,-96.8406024,seafood restaurant,Food & Restaurant,75201,reservations@billycancan.com,,,reservations@billycancan.com,https://www.facebook.com/BillyCanCan,https://www.instagram.com/billycancansaloon/,Yes,found_homepage
