name,address,website,phone_number,reviews_count,reviews_average,latitude,longitude,keyword,searched_zipcode
Basketball Bootcamp Inc.,"
6210 Belcrest Rd, Hyattsville, MD 20782","
basketballbootcampinc.com","
(202) 617-0048",,,39.0038878,-78.2589318,basketball classes for kids,22210
TeamUP Basketball with CoachesCare Montgomery County,"
6210 Belcrest Rd, Hyattsville, MD 20782","
basketballbootcampinc.com","
(202) 617-0048",,,39.0038878,-78.2589318,basketball classes for kids,22210
Team Tenacious Youth Organization,"
9311 Old Marlboro Pike, Upper Marlboro, MD 20772","
tenaciousswarm.com","
(240) 988-3596",,,39.0038878,-78.2589318,basketball classes for kids,22210
Value Basketball,"
9311 Old Marlboro Pike, Upper Marlboro, MD 20772","
tenaciousswarm.com","
(240) 988-3596",,,39.0038878,-78.2589318,basketball classes for kids,22210
Impact. Promises. Legacy. Athletes,"
15110 Joppa Pl, Bowie, MD 20721","
iplathletes.com","
(240) 708-1679",,,39.0038878,-78.2589318,basketball classes for kids,22210
Evolution Basketball - Manassas,"
11900 Livingston Rd STE 119, Manassas, VA 20109","
evobball.com",,,,39.0038878,-78.2589318,basketball classes for kids,22210
Live Laman | Fitness & Health,"
11900 Livingston Rd STE 119, Manassas, VA 20109","
evobball.com",,,,39.0038878,-78.2589318,basketball classes for kids,22210
Glenarden-Ardmore-Springdale Boys and Girls Club,"
11900 Livingston Rd STE 119, Manassas, VA 20109","
evobball.com",,,,39.0038878,-78.2589318,basketball classes for kids,22210
Evolution Basketball - Beaumeade,"
21760 Beaumeade Cir, Ashburn, VA 20147","
evobball.com",,,,39.0001761,-78.258945,basketball training for kids,22210
Basics 1st/5 on 5,"
21760 Beaumeade Cir, Ashburn, VA 20147","
evobball.com",,,,39.0001761,-78.258945,basketball training for kids,22210
Loudoun Basketball Academy,"
21760 Beaumeade Cir, Ashburn, VA 20147","
evobball.com",,,,39.0001761,-78.258945,basketball training for kids,22210
Loudoun Sports Training,"
43255 Stoneyglen Ct, Ashburn, VA 20147","
lba-attack.org","
(540) 845-2933",,,39.0001761,-78.258945,basketball training for kids,22210
"Gooseneck Skills and Life Basketball, Inc","
43255 Stoneyglen Ct, Ashburn, VA 20147","
lba-attack.org","
(540) 845-2933",,,39.0001761,-78.258945,basketball training for kids,22210
Premier Basketball Training,"
43255 Stoneyglen Ct, Ashburn, VA 20147","
lba-attack.org","
(540) 845-2933",,,39.0001761,-78.258945,basketball training for kids,22210
Hoopstarz Academy,"
2600 St Benedict St, Baltimore, MD 21223","
premierbasketballtrainingunlimited.com","
(443) 467-0663",,,39.0001761,-78.258945,basketball training for kids,22210
Premier Basketball Camp,"
2600 St Benedict St, Baltimore, MD 21223","
premierbasketballtrainingunlimited.com","
(443) 467-0663",,,39.0001761,-78.258945,basketball training for kids,22210
Alexander Basketball Academy Home of Global Squad,"
1702 Back Acre Cir Suite C, Mt Airy, MD 21771","
abasketballacademy.com","
(301) 363-5423",,,39.0001761,-78.258945,basketball training for kids,22210
Goodman League,"
1230 Sumner Rd SE, Washington, DC 20020","
thegoodmanleaguelive.com","
(202) 247-8419",,,38.9964644,-78.2589583,youth basketball league,22210
K Sports Complex,"
10050 Pennsylvania Ave, Manassas, VA 20110","
ksportsva.com","
(571) 719-6121",,,38.9964644,-78.2589583,youth basketball league,22210
Shaw Field,"
1580 West Rd, Washington, DC 20057","
guhoyas.com","
(202) 687-2435",,,38.9964644,-78.2589583,youth basketball league,22210
DC Blue Devils,,"
dcbluedevils.com","
(202) 904-0323",,,46.423669,-131.0962731,youth basketball league,22210
Willie Diggs Basketball Academy,,,,,,39.0258002,-78.0727524,basketball academy for kids,22210
CP Basketball Academy,,"
cpbasketball.com",,,,39.0258002,-78.0727524,basketball academy for kids,22210
Giant Basketball Academy,,"
cpbasketball.com",,,,39.0258002,-78.0727524,basketball academy for kids,22210
"Take Charge Basketball Academy, LLC",,"
cpbasketball.com",,,,39.0258002,-78.0727524,basketball academy for kids,22210
Impetuous Basketball Academy,,"
takechargebasketballacademy.com","
(301) 803-9223",,,38.1319444,-80.484403,basketball academy for kids,22210
Yellow Brick Basketball,,"
takechargebasketballacademy.com","
(301) 803-9223",,,39.1439225,-78.3616571,basketball academy for kids,22210
iSO Elite Basketball Training,,"
infiniteskill.org","
(240) 346-1034",,,39.1439225,-78.3616571,basketball academy for kids,22210
Bmore Basketball Academy,,"
infiniteskill.org","
(240) 346-1034",,,39.1439225,-78.3616571,basketball academy for kids,22210
Family Over Fame Basketball,,"
infiniteskill.org","
(240) 346-1034",,,39.1439225,-78.3616571,basketball academy for kids,22210
Houston Basketball Academy,,"
infiniteskill.org","
(240) 346-1034",,,29.9574806,-96.821583,basketball academy for kids,22210
Future Stars Sports,,"
infiniteskill.org","
(240) 346-1034",,,29.9574806,-96.821583,basketball academy for kids,22210
Best Youth Hoops,,"
infiniteskill.org","
(240) 346-1034",,,29.9574806,-96.821583,basketball academy for kids,22210
DMV Rebels Basketball Club,,"
futurestarssports.org","
(301) 550-0899",,,39.178776,-78.3977185,basketball academy for kids,22210
DMV Dynasty Basketball,,"
futurestarssports.org","
(301) 550-0899",,,39.178776,-78.3977185,basketball academy for kids,22210
John R. Thompson Jr. Intercollegiate Athletic Center,"
1360 West Rd, Washington, DC 20057",,,,,38.9079231,-77.2707862,basketball camp,22210
Weber's Bulldog Basketball Camp,"
716 Bestgate Rd, Annapolis, MD 21401","
webersbulldogbasketball.com",,,,38.9079231,-77.2707862,basketball camp,22210
Hoops Plus,"
45496 Ruritan Circle, Sterling, VA 20164","
hoopsplus.net","
(703) 430-8489",,,38.9079231,-77.2707862,basketball camp,22210
Westover Park,"
1001 N Kennebec St, Arlington, VA 22205","
arlingtonva.us","
(703) 228-4747",,,38.9079231,-77.2707862,basketball camp,22210
Masi Sports Academy,"
10325 Kensington Pkwy, Kensington, MD 20895","
masieagles.com","
(410) 725-8228",,,38.9079231,-77.2707862,basketball skills training,22210
TeamABA Training Center,"
10325 Kensington Pkwy, Kensington, MD 20895","
masieagles.com","
(410) 725-8228",,,38.9079231,-77.2707862,basketball skills training,22210
Evolution Basketball - Gainesville,"
7679 Limestone Dr STE 115, Gainesville, VA 20155","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
"LCF KIDS - Falls Church, VA","
7679 Limestone Dr STE 115, Gainesville, VA 20155","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Kidball,"
7679 Limestone Dr STE 115, Gainesville, VA 20155","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Caden Campbell’s Skills & Training Academy,,"
ueniweb.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Evolution Basketball - Chantilly,"
14810 Murdock St, Chantilly, VA 20151","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
"CPR, AED, and First Aid Certifications","
14810 Murdock St, Chantilly, VA 20151","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Evolution Basketball - Cape Court,"
14810 Murdock St, Chantilly, VA 20151","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
New York Sports Club,"
14810 Murdock St, Chantilly, VA 20151","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Marvin Cofield Basketball School,"
14810 Murdock St, Chantilly, VA 20151","
evobball.com",,,,38.9079231,-77.2707862,basketball skills training,22210
Turkey Thicket Basketball Court,"
4230 Ammendale Rd, Beltsville, MD 20705",,"
(301) 502-7852",,,38.9079231,-77.2707862,basketball skills training,22210
The Higher Level Basketball Club LLC,"
4230 Ammendale Rd, Beltsville, MD 20705",,"
(301) 502-7852",,,38.9079231,-77.2707862,basketball skills training,22210
KIDSUNITED Fairfax,"
9579b Braddock Rd, Fairfax, VA 22032","
kidsunited.com","
(703) 424-9127",,,38.9079231,-77.2707862,soccer classes for kids,22210
Villarreal Virginia,"
2678 Avenir Pl #4519, Fairfax, VA 22031",,"
(703) 932-3881",,,38.9079231,-77.2707862,soccer classes for kids,22210
Vienna Youth Soccer,"
311 Maple Ave W STE D, Vienna, VA 22180","
vys.org",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Gunston Soccer Club,"
4320 Mount Vernon Memorial Hwy, Alexandria, VA 22309","
gunstonsoccer.com",,,,38.9079231,-77.2707862,soccer classes for kids,22210
"Elite Soccer Youth Development Academy, Inc. (ESYDA)","
1620 Elton Rd Ste 204, Silver Spring, MD 20903","
esyda.org","
(800) 995-5532",,,38.9079231,-77.2707862,soccer classes for kids,22210
Nova Soccer Academy,"
1577 Spring Hill Rd, Vienna, VA 22182",,"
(833) 668-2762",,,38.9079231,-77.2707862,soccer classes for kids,22210
F4C Soccer,"
21610 Atlantic Blvd, Sterling, VA 20166","
f4csoccer.com","
(703) 232-1600",,,38.9079231,-77.2707862,soccer classes for kids,22210
Capstone Soccer - Loudoun,"
22821 Silverbrook Center Dr Suite 150A, Sterling, VA 20166","
capstonesoccer.com","
(703) 999-7878",,,38.9079231,-77.2707862,soccer classes for kids,22210
KIDSUNITED South Riding,"
43063 Peacock Market Plaza, South Riding, VA 20152","
kidsunited.com","
(703) 939-9493",,,38.9079231,-77.2707862,soccer classes for kids,22210
Next Star Soccer,,"
nextstarsoccer.com","
(301) 742-1796",,,38.9079231,-77.2707862,soccer classes for kids,22210
Northern Virginia Majestics,"
Woodbridge, VA 22194","
mjxgirls4ever.com","
(703) 680-6562",,,38.9079231,-77.2707862,soccer classes for kids,22210
FuturElitez Soccer & Mindset Training,"
43223 Amberleigh Farm Dr, Brambleton, VA 20148","
futurelitezsoccertraining.com","
(703) 381-2025",,,38.9079231,-77.2707862,soccer classes for kids,22210
Bruce Murray Soccer Academy,"
15700 River Rd, Darnestown, MD 20874","
brucemurraysocceracademy.com","
(240) 671-3195",,,38.9079231,-77.2707862,soccer classes for kids,22210
FC Training Grounds,"
8406 Alban Rd, Springfield, VA 22150","
fctraininggrounds.com","
(571) 587-5550",,,38.9079231,-77.2707862,soccer classes for kids,22210
dimitar's european soccer,"
12211 Sugar Maple Dr, Herndon, VA 20170","
dimitarsoccer.com","
(703) 869-6743",,,38.9079231,-77.2707862,soccer classes for kids,22210
Montclair FC Soccer Club,"
4920 Tallowwood Dr, Montclair, VA 22025","
montclairfc.com","
(571) 406-8330",,,38.9079231,-77.2707862,soccer classes for kids,22210
Herndon Youth Soccer,"
590 Grant St Box 464, Herndon, VA 20170","
herndonyouthsoccer.org",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Springfield Soccer Supplies,"
7261 Commerce St, Springfield, VA 22150","
springfieldsoccersupplies.com","
(703) 866-4625",,,38.9079231,-77.2707862,soccer classes for kids,22210
Villarreal Virginia Academy,"
8223 Taunton Pl, Springfield, VA 22152","
villarrealva.org","
(571) 544-0948",,,38.9079231,-77.2707862,soccer classes for kids,22210
MVP Soccer,"
2380 Research Ct, Woodbridge, VA 22192","
mvpsoccer.net",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Top Rank Soccer Academy,,"
topranksoccer.com","
(301) 941-7414",,,38.9079231,-77.2707862,soccer classes for kids,22210
Northern Virginia Soccer Club,"
14424 Bristow Rd, Manassas, VA 20112","
novasc.org",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Morsink Soccer Academy,"
24540 Arcola Ctr Plz Suites 100-115, Dulles, VA 20166","
morsinksoccer.com","
(571) 413-3008",,,38.9079231,-77.2707862,soccer classes for kids,22210
VISA Soccer Club,"
688 Spring St #5124, Herndon, VA 20170","
visasoccerclub.academy","
(703) 955-0989",,,38.9079231,-77.2707862,soccer classes for kids,22210
GFR Soccer Club,"
9913 Georgetown Pike 2nd floor, Great Falls, VA 22066","
gfrsoccerclub.org","
(703) 957-0006",,,38.9079231,-77.2707862,soccer classes for kids,22210
Soccer Shots Baltimore-Washington,,"
soccershots.com","
(717) 856-8248",,,38.9079231,-77.2707862,soccer classes for kids,22210
Soccer Academy,"
12111 Braddock Rd, Fairfax, VA 22030","
soccer-academy.com","
(318) 623-7096",,,38.9079231,-77.2707862,soccer classes for kids,22210
FC Dulles Soccer Club,"
4718 Stringfellow Rd, Chantilly, VA 20151","
fcdulles.demosphere-secure.com","
(703) 951-7112",,,38.9079231,-77.2707862,soccer classes for kids,22210
Champions TEQ | Elite Soccer Training,"
19623 Evergreen Mills Rd, Leesburg, VA 20175","
championspremier.net","
(617) 593-2497",,,38.9079231,-77.2707862,soccer classes for kids,22210
Soccer Stars,,"
soccerstars.com","
(703) 405-4426",,,38.9079231,-77.2707862,soccer classes for kids,22210
Undefined Futbol,,"
undefinedfutbol.com",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Oxon Hill Soccer Club,,"
oxonhillsoccerclub.com","
(571) 477-6798",,,38.9079231,-77.2707862,soccer classes for kids,22210
Soccer Bamyan Field,"
Washington, DC 20024",,,,,38.9079231,-77.2707862,soccer classes for kids,22210
Barça Academy Northern Virginia,"
19623 Evergreen Mills Rd, Leesburg, VA 20175","
fcbarcelona.com",,,,38.9079231,-77.2707862,soccer classes for kids,22210
Soccer Rising,,,,,,38.9079231,-77.2707862,soccer classes for kids,22210
Fullah Academy,,"
fullahacademy.com","
(202) 643-6636",,,38.9079231,-77.2707862,soccer classes for kids,22210
DMV Wolfpack Soccer Club,,"
dmvwolfpacksc.com",,,,38.9079231,-77.2707862,soccer classes for kids,22210
DC Soccer Sessions,,,"
(703) 350-6939",,,38.9079231,-77.2707862,soccer classes for kids,22210
Maryland State Youth Soccer Association,"
3060 MD-97 Suite 178, Glenwood, MD 21738","
msysa.org","
(410) 768-5401",,,38.9079231,-77.2707862,soccer classes for kids,22210
La Plata Youth Soccer Association,"
8 Kent Ave, La Plata, MD 20646",,,,,38.9079231,-77.2707862,soccer classes for kids,22210
Futstars Academy,,"
futstarsacademy.com","
(240) 426-1282",,,38.9079231,-77.2707862,soccer classes for kids,22210
Pinnacle Futbol Club (PFC),,,"
(301) 920-4017",,,38.9079231,-77.2707862,soccer classes for kids,22210
Mosaic Park,"
538 N Pollard St, Arlington, VA 22203","
arlingtonva.us","
(703) 228-6525",,,38.9079231,-77.2707862,soccer classes for kids,22210
World Class Premier,,"
worldclasspremier.net","
(240) 678-9768",,,38.9079231,-77.2707862,soccer classes for kids,22210
Headfirst Summer Camps at St. Albans Campus,"
3101 Wisconsin Ave, Washington, DC 20016","
headfirstcamps.com","
(202) 625-1921",,,38.9079231,-77.2707862,soccer classes for kids,22210
District Elite FC,"
5506 Connecticut Ave NW suite 27b, Washington, DC 20015","
districtelitefc.org",,,,38.9079231,-77.2707862,soccer training for kids,22210
Carter Barron Soccer Fields,"
1698 Kennedy St NW, Washington, DC 20011",,"
(202) 895-6000",,,38.9079231,-77.2707862,soccer training for kids,22210
Play Footy Inc.,"
1380 Monroe St NW #319, Washington, DC 20010","
dcxiproject.com","
(202) 505-7530",,,38.9079231,-77.2707862,soccer training for kids,22210
D.C. United,"
100 Potomac Ave SW, Washington, DC 20024","
dcunited.com","
(202) 600-9098",,,38.9079231,-77.2707862,soccer training for kids,22210
The Greatest Haile Soccer Academy,"
1500 Kalmia Rd NW, Washington, DC 20012","
hailesocceracademy.com","
(202) 684-0431",,,38.9079231,-77.2707862,soccer training for kids,22210
Toca Juniors Football Club,,"
tocajuniors.com","
(703) 772-5518",,,38.9079231,-77.2707862,soccer training for kids,22210
Fairfax Sportsplex,"
6800 Commercial Dr, Springfield, VA 22151","
fairfaxsportsplex.com","
(703) 750-9521",,,38.9079231,-77.2707862,soccer training for kids,22210
Volo Sports DC,"
1200 G St NW STE 700, Washington, DC 20005","
volosports.com","
(202) 919-3955",,,38.9079231,-77.2707862,soccer training for kids,22210
Ethio Silver Spring Soccer Academy,"
8120 Fenton St, Silver Spring, MD 20910",,"
(301) 237-8502",,,38.9079231,-77.2707862,soccer training for kids,22210
Arlington Hall West Park soccer field,"
290 S Taylor St, Arlington, VA 22204","
arlingtonva.us",,,,38.9079231,-77.2707862,soccer training for kids,22210
"Peak Performance Training, LLC","
8305 Merrifield Ave, Fairfax, VA 22031","
peakperformancetraining-sean.com","
(703) 231-6519",,,38.9079231,-77.2707862,soccer training for kids,22210
Juventus Academy DC Metro,"
8306 Snug Hill Ln, Potomac, MD 20854","
juventusdcmetro.com","
(301) 455-8221",,,38.9079231,-77.2707862,soccer training for kids,22210
Kids Elite Sports ..A,"
423 Quackenbos St NW #7, Washington, DC 20011","
kidselitesports.com","
(240) 321-9287",,,38.9079231,-77.2707862,soccer training for kids,22210
Bell-Columbia Heights Athletic Field,"
Hiatt Pl NW, Washington, DC 20010",,,,,38.9079231,-77.2707862,soccer training for kids,22210
"Identity Hybrid, LLC",,"
identityhybrid.com","
(202) 681-0856",,,38.9079231,-77.2707862,soccer training for kids,22210
Potomac Yard Soccer Fields,"
500 E Monroe Ave, Alexandria, VA 22301",,,,,38.9079231,-77.2707862,youth soccer programs,22210
Braddock Road Youth Club,"
8940 Burke Lake Rd, Springfield, VA 22151","
bryc.org","
(703) 378-2792",,,38.9079231,-77.2707862,youth soccer programs,22210
SYA Sports (Southwestern Youth Association),"
5950 Centreville Crest Ln, Centreville, VA 20121","
syasports.org","
(703) 815-3362",,,38.9079231,-77.2707862,youth soccer programs,22210
i9 Sports Washington D.C./Arlington,,,"
(571) 305-5517",,,38.9079231,-77.2707862,youth soccer programs,22210
Royals Football Club,"
4317 Ravensworth Rd, Annandale, VA 22003","
novafc.org","
(571) 482-4243",,,38.9079231,-77.2707862,youth soccer programs,22210
Beltsville Soccer Academy,,,,,,38.9079231,-77.2707862,soccer academy for kids,22210
ESYDA Soccer Academy,,,,,,38.9079231,-77.2707862,soccer academy for kids,22210
Cerritos Soccer Academy,"
1700 April Ln, Silver Spring, MD 20904","
esyda.org","
(240) 765-9369",,,38.9079231,-77.2707862,soccer academy for kids,22210
Champions Soccer Academy,"
1700 April Ln, Silver Spring, MD 20904","
esyda.org","
(240) 765-9369",,,38.9079231,-77.2707862,soccer academy for kids,22210
Mary Washington Soccer Academy,"
1700 April Ln, Silver Spring, MD 20904","
esyda.org","
(240) 765-9369",,,38.9079231,-77.2707862,soccer academy for kids,22210
Elite Kickers,,"
elitekickers.com","
(571) 207-8813",,,38.9079231,-77.2707862,soccer academy for kids,22210
Top Level Futbol Academy,,"
elitekickers.com","
(571) 207-8813",,,38.9079231,-77.2707862,soccer academy for kids,22210
FCGB Center of Excellence,,"
fcgbcoe.org",,,,38.9079231,-77.2707862,soccer academy for kids,22210
Soccer field,,"
fcgbcoe.org",,,,38.9079231,-77.2707862,soccer academy for kids,22210
Soccer Academy,,"
fcgbcoe.org",,,,38.9079231,-77.2707862,soccer academy for kids,22210
Soccer Stars,"
200 Academy Dr, Front Royal, VA 22630","
soccer-academy.com","
(318) 623-7096",,,38.9079231,-77.2707862,soccer academy for kids,22210
Chantilly Youth Association,"
200 Academy Dr, Front Royal, VA 22630","
soccer-academy.com","
(318) 623-7096",,,38.9079231,-77.2707862,soccer academy for kids,22210
Brit-Am Soccer Academy,"
1395 Piccard Dr #180, Rockville, MD 20850","
brit-am.com","
(301) 656-2636",,,38.9079231,-77.2707862,soccer camp for kids,22210
A3 Soccer,"
2400 Davidsonville Rd, Gambrills, MD 21054","
a3soccer.com","
(410) 774-6152",,,38.9079231,-77.2707862,soccer camp for kids,22210
Loudoun Soccer Club,"
19798 Sycolin Rd, Leesburg, VA 20175","
loudounsoccer.com","
(703) 777-9977",,,38.9079231,-77.2707862,soccer camp for kids,22210
Washington Capital United,,"
wcunited.org","
(202) 559-3495",,,38.9079231,-77.2707862,soccer camp for kids,22210
Skyline SoccerPlex,"
100 Kerfoot Ave, Front Royal, VA 22630","
warrencountyva.gov","
(540) 635-2966",,,38.9079231,-77.2707862,soccer camp for kids,22210
Coerver United Soccer Camps - Severna Park,"
201 Water St, Severna Park, MD 21146","
coerverunited.com","
(443) 534-9686",,,38.9079231,-77.2707862,soccer camp for kids,22210
Violet Soccer Camps LLC,,"
violetsoccercamps.com","
(240) 565-1198",,,38.9079231,-77.2707862,soccer camp for kids,22210
Alcova Heights Park,"
901 S George Mason Dr, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8865121,-77.2123392,basketball classes for kids,22211
Walter Reed Senior Center,"
901 S George Mason Dr, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8865121,-77.2123392,basketball classes for kids,22211
Champs Sports,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8865121,-77.2123392,basketball classes for kids,22211
JD Sports,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8865121,-77.2123392,basketball classes for kids,22211
Maury Park Tennis Courts,"
1100 S Hayes St, Arlington, VA 22202","
stores.champssports.com","
(703) 415-3747",,,38.8865121,-77.2123392,basketball classes for kids,22211
Foot Locker,"
1100 South Hayes Street Space 0x01, Arlington, VA 22202","
stores.footlocker.com","
(703) 415-3668",,,38.8865121,-77.2123392,basketball classes for kids,22211
Crystal City Workout Park,"
1100 South Hayes Street Space 0x01, Arlington, VA 22202","
stores.footlocker.com","
(703) 415-3668",,,38.8865121,-77.2123392,basketball classes for kids,22211
Kids Foot Locker,"
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8865121,-77.2123392,basketball classes for kids,22211
Arlington Public Schools,"
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8865121,-77.2123392,basketball classes for kids,22211
Marine Corps Exchange,"
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8865121,-77.2123392,basketball classes for kids,22211
"Veritas Collegiate Academy, National Landing Campus","
2451 Crystal Dr, Arlington, VA 22202",,,,,38.8865121,-77.2123392,basketball classes for kids,22211
The Worx by Maia Fitness,"
5402 Eisenhower Ave, Alexandria, VA 22304","
theworxbymaia.com","
(540) 421-8527",,,38.8865121,-77.2123392,basketball classes for kids,22211
Spider Kelly's,"
5402 Eisenhower Ave, Alexandria, VA 22304","
theworxbymaia.com","
(540) 421-8527",,,38.8865121,-77.2123392,basketball classes for kids,22211
DSW Designer Shoe Warehouse,"
5402 Eisenhower Ave, Alexandria, VA 22304","
theworxbymaia.com","
(540) 421-8527",,,38.8865121,-77.2123392,basketball classes for kids,22211
District Performance & Physio - Physical Therapy Washington D.C,"
5402 Eisenhower Ave, Alexandria, VA 22304","
theworxbymaia.com","
(540) 421-8527",,,38.8865121,-77.2123392,basketball classes for kids,22211
Charles E. Smith Center,"
600 22nd St NW, Washington, DC 20052","
gwsports.com","
(202) 994-6650",,,38.8863963,-77.2123396,youth basketball league,22211
First Class Sports Academy,"
4802 Stamp Rd, Temple Hills, MD 20748",,"
(301) 379-0563",,,38.823919,-77.0855496,basketball academy for kids,22211
Fort Scott Park,"
2800 Fort Scott Dr, Arlington, VA 22202","
arlingtonva.us","
(703) 228-6525",,,38.8468685,-77.2031604,basketball camp,22211
Langston-Brown Community Center,"
2121 N Culpeper St, Arlington, VA 22207","
arlingtonva.us","
(703) 228-5210",,,38.8958333,-77.2708623,basketball camp,22211
Summer Camp at Episcopal,"
1200 N Quaker Ln, Alexandria, VA 22302","
summeratepiscopal.org","
(703) 933-4040",,,38.8958333,-77.2708623,basketball camp,22211
Barcroft Park,"
1200 N Quaker Ln, Alexandria, VA 22302","
summeratepiscopal.org","
(703) 933-4040",,,38.8958333,-77.2708623,basketball camp,22211
Fort Barnard Park,"
2101 S Pollard St, Arlington, VA 22204","
arlingtonva.us","
(703) 228-6525",,,38.8958333,-77.2708623,basketball camp,22211
Charles Barrett Recreation Center,"
1115 Martha Custis Dr, Alexandria, VA 22302","
alexandriava.gov","
(703) 746-5551",,,38.8958333,-77.2708623,basketball camp,22211
Kennedy Recreation Center,"
1401 7th St NW, Washington, DC 20001","
app.dpr.dc.gov","
(202) 671-4794",,,38.9091687,-77.165762,basketball camp,22211
Madison Community Center,"
3829 N Stafford St, Arlington, VA 22207","
arlingtonva.us","
(703) 228-5310",,,38.923013,-77.2677498,basketball camp,22211
King Greenleaf Recreation Center,"
201 N St SW, Washington, DC 20024","
dpr.dc.gov","
(202) 645-7454",,,38.875,-77.1569734,basketball camp,22211
Potomac Overlook Regional Park,"
201 N St SW, Washington, DC 20024","
dpr.dc.gov","
(202) 645-7454",,,38.875,-77.1569734,basketball camp,22211
Healthy Baller Alexandria,"
4416 Wheeler Ave, Alexandria, VA 22304","
healthyballer.com","
(703) 651-0021",,,38.8749421,-77.1569736,basketball skills training,22211
Quincy Park Tennis Courts,"
4416 Wheeler Ave, Alexandria, VA 22304","
healthyballer.com","
(703) 651-0021",,,38.8749421,-77.1569736,basketball skills training,22211
Equinox Anthem Row,"
4416 Wheeler Ave, Alexandria, VA 22304","
healthyballer.com","
(703) 651-0021",,,38.8749421,-77.1569736,basketball skills training,22211
Kids & Culture Camp,"
1629 K St NW #300, Washington, DC 20006","
kidsandculture.com","
(202) 643-8787",,,38.8749421,-77.1569736,soccer classes for kids,22211
Kids Goal Soccer Academy,"
1629 K St NW #300, Washington, DC 20006","
kidsandculture.com","
(202) 643-8787",,,38.8749421,-77.1569736,soccer classes for kids,22211
Long Bridge Aquatics & Fitness Center,"
1629 K St NW #300, Washington, DC 20006","
kidsandculture.com","
(202) 643-8787",,,38.8749421,-77.1569736,soccer classes for kids,22211
Capital Kids DC,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8749421,-77.1569736,soccer classes for kids,22211
Long Bridge Park,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8749421,-77.1569736,soccer classes for kids,22211
Ellen M. Bozman Government Center,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8749421,-77.1569736,soccer classes for kids,22211
Aurora Hills Water Playground,"
333 Long Bridge Drive, Arlington, VA 22202","
arlingtonva.us","
(703) 228-3338",,,38.8749421,-77.1569736,soccer classes for kids,22211
Twins Ace Hardware Arlington,"
Arlington, VA 22202",,,,,38.8749421,-77.1569736,soccer classes for kids,22211
Thomas Jefferson Middle School,"
Arlington, VA 22202",,,,,38.8749421,-77.1569736,soccer classes for kids,22211
Nguyen Soccer,,"
nguyensoccer.com","
(571) 306-2603",,,38.8749421,-77.1569736,soccer classes for kids,22211
Crystal City Sports Pub,,"
nguyensoccer.com","
(571) 306-2603",,,38.8749421,-77.1569736,soccer classes for kids,22211
Ireland's Four Courts,,"
nguyensoccer.com","
(571) 306-2603",,,38.8749421,-77.1569736,soccer classes for kids,22211
Kinder Haus Toys,,"
nguyensoccer.com","
(571) 306-2603",,,38.8749421,-77.1569736,soccer classes for kids,22211
DC Way Academy,"
401 Oklahoma Ave NE, Washington, DC 20003","
dcwayacademy.org","
(571) 490-1275",,,38.8749421,-77.1569736,soccer training for kids,22211
Marymount University Home Field,"
Long Bridge Park, 475 Long Bridge Drive, Arlington, VA 22202","
marymountsaints.com",,,,38.8749421,-77.1569736,youth soccer programs,22211
"Evolve To Fit, GymnasticBodies DMV","
2501 9th Rd S #95, Arlington, VA 22204","
evolvetofit.com","
(703) 672-3348",,,38.8749421,-77.1569736,soccer academy for kids,22211
Everbrook Academy of Arlington,"
201 12th St S Suite 10, Arlington, VA 22202","
everbrookacademy.com","
(855) 444-3778",,,38.8749421,-77.1569736,soccer academy for kids,22211
Army Navy Country Club,"
1700 Army Navy Dr, Arlington, VA 22202","
ancc.org","
(703) 521-6800",,,38.8749421,-77.1569736,soccer academy for kids,22211
New 24 Fitness & Basketball,"
6417 Marlboro Pike, Forestville, MD 20747","
new24fitness.net","
(301) 861-4543",,,38.8509444,-79.2062142,basketball classes for kids,22212
Athletic Republic Capitol Region,"
6417 Marlboro Pike, Forestville, MD 20747","
new24fitness.net","
(301) 861-4543",,,38.8509444,-79.2062142,basketball classes for kids,22212
